단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
가야금,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6878,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/229124/IMG000222430_700X466.jpg,왼손을 펴서 가야금의 줄 왼쪽을 누르고 오른 주먹의 1·5지 끝을 맞대어 가야금의 줄 오른쪽을 안으로 뜯는 동작을 한다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042465/MOV000360987_700X466.mp4
길이/장단/단장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6727,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229243/IMG000222579_700X466.jpg,1·5지 끝을 맞댄 두 주먹을 모로 세워 맞댔다가 양옆으로 벌렸다가 다시 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733616/MOV000250016_700X466.mp4
길다/오래다/오래,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6726,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229242/IMG000222577_700X466.jpg,1·5지 끝을 맞댄 두 주먹을 모로 세워 맞댔다가 양옆으로 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630961/MOV000250014_700X466.mp4
긍휼,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6712,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/228666/IMG000221871_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대어 오른쪽 눈 밑에서 약간 스쳐 내린 다음, 손등이 왼쪽으로 향하게 모로 세운 왼 주먹 위에 오른 손바닥을 대고 오른손만 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004890/MOV000359740_700X466.mp4
멀다/멀리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6421,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230206/IMG000223722_700X466.jpg,두 주먹의 1·5지 끝을 붙여 마주 댔다가 오른손을 밖으로 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627254/MOV000250942_700X466.mp4
껌,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6373,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229553/IMG000222957_700X466.jpg,오른 주먹의 1·5지 끝을 붙여 입 오른쪽에 두 번 댔다 뗀다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627236/MOV000250317_700X466.mp4
깨다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6368,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201223/790857/IMG000357841_700X466.jpg,"두 주먹의 1·5지를 펴서 맞댄 후, 4지의 옆면이 밖으로 향하게 하여 두 눈앞에 대고, 1·5지 사이를 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732291/MOV000250301_700X466.mp4
(불을)지르다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6016,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236934/IMG000232556_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대고 끝으로 왼 주먹의 1·5지 끝을 쳐내는 동작을 한 다음, 두 손을 펴서 손등이 밖으로 손끝이 위로 향하게 세워 손가락을 가볍게 흔들면서 상하로 엇갈리게 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042625/MOV000361009_700X466.mp4
특허권,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5890,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/226033/IMG000218834_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내린 다음, 오른 주먹의 손목을 왼손의 1·5지 사이에 대고 숙이고, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010153/MOV000360133_700X466.mp4
특수 교육 대상자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5884,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/226105/IMG000218799_700X466.jpg,"오른 주먹의 1‧5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내린 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1지를 펴서 끝이 왼 주먹의 5지 등으로 향하게 하여 좌우로 두 번 흔들고, 두 주먹의 1지를 펴서 앞뒤로 마주 세운 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010171/MOV000360145_700X466.mp4
특례,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5711,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225958/IMG000218665_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내린 다음, 손등이 위로 향하게 편 왼 손등을 오른 주먹의 1지를 펴서 끝 바닥으로 가리키며 바닥이 위로 향하게 돌려 왼쪽 밖으로 내밀며 약간 올리고, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004610/MOV000359690_700X466.mp4
불쌍하다/가련하다/가엾다/애처롭다/측은하다/자비,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5532,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231854/IMG000225992_700X466.jpg,"오른 주먹의 1·5지를 펴서 끝을 맞대어 오른쪽 눈 밑에서 아래로 내린 다음, 손등이 왼쪽으로 향하게 모로 세운 왼 주먹 위에 오른 손바닥을 대고 오른손만 오른쪽으로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732903/MOV000252807_700X466.mp4
봉급생활자/봉급자/샐러리맨,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5313,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151209/224587/IMG000217106_700X466.jpg,"오른 주먹의 5지 등을 입 오른쪽에 댔다가 1지를 펴면서 약간 내민 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 왼 손바닥 위쪽에 위치하게 하여 두 손을 동시에 안으로 당기며 오른손의 손목을 안으로 돌리고, 1·5지를 펴서 바닥이 밖으로 향하게 쥔 두 주먹을 동시에 오른쪽으로 한 바퀴 돌린 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009648/MOV000359978_700X466.mp4
울음,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5224,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151209/224547/IMG000217046_700X466.jpg,오른 주먹의 1·5지 끝을 맞대어 오른쪽 눈 밑에서 아래로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039392/MOV000360374_700X466.mp4
소액 재판,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5200,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225689/IMG000218369_700X466.jpg,"오른 주먹의 1지 끝에 5지 끝을 댔다가 튕겨 벌린 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 좌우로 가볍게 두 번 흔들고, 두 주먹을 5지를 펴서 세워 가슴 앞에서 약간 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003410/MOV000359621_700X466.mp4
오열,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5119,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224036/IMG000216456_700X466.jpg,두 주먹의 1·5지 끝을 맞대어 두 눈 밑에서 번갈아 아래로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003313/MOV000359611_700X466.mp4
기다랗다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5011,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151204/221434/IMG000213370_700X466.jpg,1·5지 끝을 맞댄 두 주먹을 모로 세워 맞댔다가 양옆으로 길게 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735603/MOV000243566_700X466.mp4
축구장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4878,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219466/IMG000211189_700X466.jpg,"손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹의 바닥을 대며 1지를 힘주어 튕겨 편 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785178/MOV000357024_700X466.mp4
잠깐/잠시,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4795,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/220072/IMG000211792_700X466.jpg,"1·5지 끝을 맞대어 동그라미를 만든 두 주먹을 모로 세워 좌우에서 접근시켜 맞댄 다음, 두 손을 펴서 손끝이 밖으로 향하게 모로 세워 두 손바닥이 마주 보게 하여 어깨 높이에서 가슴 높이로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200818/730480/MOV000242572_700X466.mp4
거의/거개/대부분/주로,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228170/IMG000221257_700X466.jpg,"왼 주먹의 1·5지를 펴서 1지 끝은 위로 5지 끝은 오른쪽으로 향하게 하고, 5지 끝에 오른 주먹의 1·5지를 붙여 끝을 댔다가 1지를 벌려 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734781/MOV000248992_700X466.mp4
골인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4611,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227632/IMG000220563_700X466.jpg,"왼 주먹의 1·5지를 펴서 반쯤 구부려 등이 위로 향하게 하고, 그 오른쪽에서 오른 주먹의 1지를 펴서 왼손의 1·5지 사이에 넣는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733725/MOV000248448_700X466.mp4
나비넥타이,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228125/IMG000221178_700X466.jpg,두 주먹의 1·5지를 펴서 목 가운데에 붙여 댔다가 좌우로 약간 벌리며 각각 세모 모양을 만든다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733720/MOV000248924_700X466.mp4
특수교육,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4190,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225300/IMG000218004_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내린 다음,왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1지를 펴서 끝이 왼주먹의 5지 등으로 향하게 하여 좌우로 두 번 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001936/MOV000359513_700X466.mp4
비정,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4155,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151202/220452/IMG000212263_700X466.jpg,"오른 주먹의 1·5지를 펴서 끝을 맞대어 오른쪽 눈 밑에서 아래로 내리고, 오른 주먹의 1·2지를 펴서 끝이 왼쪽으로 향하게 하여 바닥을 턱에 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785143/MOV000356993_700X466.mp4
연지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3435,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223496/IMG000215866_700X466.jpg,오른 주먹의 1·5지 끝을 맞대어 아랫입술에 대고 좌우로 한 번 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005083/MOV000359811_700X466.mp4
사무소,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3026,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201110/772142/IMG000356715_700X466.jpg,"주먹을 쥔 왼 팔등에 1·5지 끝을 맞댄 오른 주먹을 올려놓고 아래로 내린 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732130/MOV000244674_700X466.mp4
월부,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2653,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215952/IMG000207055_700X466.jpg,"오른 주먹의 5지 등을 오른쪽 입가에 댔다가 1지를 펴는 동작을 두 번 반복한 다음, 왼 주먹을 1지를 펴서 끝이 밖으로 향하게 모로 세우고, 오른손을 4지 옆면이 닿게 왼손의 1지 첫마디에 댔다가 내민 다음 둘째 마디에 댔다가 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784509/MOV000356933_700X466.mp4
월/달,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11461,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210571/IMG000200771_700X466.jpg,"왼손을 손끝이 오른쪽으로 향하게 구부려 모로 세우고 그 사이로, 오른손을 벌려 펴서 손바닥이 밖으로 향하게 하였다가 왼쪽으로 돌려 내리면서 손가락 사이를 약간 좁힌다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735743/MOV000235041_700X466.mp4
오랜만/오래간만/오랫동안/오랜/모처럼,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2402,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223757/IMG000216122_700X466.jpg,"두 주먹의 1·5지 끝을 맞댔다가 양옆으로 벌린 다음, 두 손을 펴서 손끝이 밖으로 향하게 모로 세워 어깨 높이에서 가슴 높이로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615385/MOV000245472_700X466.mp4
기자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2122,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218237/IMG000209684_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대어 끝으로 왼 손바닥을 두 번 그어 내린 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624380/MOV000241123_700X466.mp4
훌륭하다/위대하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2039,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218779/IMG000210349_700X466.jpg,오른 주먹의 1·5지를 펴서 끝을 맞대고 머리 오른쪽에 대고 1지를 위로 편다.(지적 성취 따위가 월등한 경우),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624361/MOV000241604_700X466.mp4
사무직,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1914,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214554/IMG000205482_700X466.jpg,"주먹을 쥔 왼 팔등에 1·5지 끝을 맞댄 오른 주먹을 올려놓고 전후로 움직인 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 붙였다 벌리는 동작을 두 번 반복한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038714/MOV000360197_700X466.mp4
걷어차다/(사람을) 차다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1818,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20230927/1209170/IMG000361283_700X466.jpg,손등이 위로 향하게 쥔 오른 주먹을 약간 내밀며 1지를 펴서 끝이 밖으로 향하게 한다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784494/MOV000356918_700X466.mp4
작은할아버지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1588,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214795/IMG000205739_700X466.jpg,"오른 주먹의 1지 끝에 5지 끝을 댔다가 튕겨 벌린 다음, 손등이 밖으로 손끝이 왼쪽으로 향하게 편 오른손을 이마 왼쪽에서 오른쪽으로 이동시킨 다음, 5지를 펴서 바닥이 밖으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784489/MOV000356913_700X466.mp4
오랜만/오래간만/오랫동안/오랜/모처럼,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2402,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223757/IMG000216122_700X466.jpg,"두 주먹의 1·5지 끝을 맞댔다가 양옆으로 벌린 다음, 두 손을 펴서 손끝이 밖으로 향하게 모로 세워 어깨 높이에서 가슴 높이로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615385/MOV000245472_700X466.mp4
허술하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1052,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808883/IMG000358350_700X466.jpg,오른 주먹의 1·5지를 펴서 입 앞에서 1·5지 끝을 맞대며 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/731983/MOV000237485_700X466.mp4
동기/동창/동창생,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=737,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212428/IMG000202994_700X466.jpg,"두 주먹의 1·5지 끝을 마주 댔다가 양옆으로 벌린 다음, 아래로 약간 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764360/MOV000236688_700X466.mp4
파키스탄,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210437/IMG000200532_700X466.jpg,"왼 주먹의 1지를 펴서 세우고 끝 바닥에, 오른 주먹의 1·5지 끝을 맞대어 댔다가 오른쪽으로 올리며 1·5지를 ‘⊃’모양이 되게 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047252/MOV000361194_700X466.mp4
특성,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=528,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210321/IMG000200458_700X466.jpg,"오른 주먹의 1·5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내린 다음, 오른 주먹의 바닥을 왼 주먹 등에 내려놓으며 1지를 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047192/MOV000361163_700X466.mp4
고루고루/유사/흡사/근사하다/비슷하다/유사하다/흡사히,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/211094/IMG000201338_700X466.jpg,손등이 아래로 향하게 쥔 두 주먹의 1·5지를 펴서 끝을 맞대고 두 번 비빈다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626181/MOV000235451_700X466.mp4
재단사,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=220,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210871/IMG000201077_700X466.jpg,"오른 주먹의 1·5지로 오른쪽 가슴 앞의 옷을 살짝 잡아 흔든 후, 오른 주먹의 1·2지를 펴서 끝은 밖으로 바닥은 왼쪽으로 향하게 하여 두 손가락을 두 번 붙였다 뗀 다음, 두주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040317/MOV000360719_700X466.mp4
잣,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=202,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210631/IMG000200708_700X466.jpg,오른 주먹의 1·5지를 펴서 잣을 쥐고 치아로 깨는 동작을 한다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735460/MOV000234993_700X466.mp4
천/일천,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6994,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236805/IMG000232392_700X466.jpg,"오른 주먹의 1지를 펴서 세워 위를 가리킨 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285308/MOV000284280_700X466.mp4
천년,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236807/IMG000232395_700X466.jpg,1·2·3지를 5지 끝에 댄 오른손으로 모로 세운 왼 주먹을 밖으로 한 바퀴 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735627/MOV000257993_700X466.mp4
흙,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1683,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219139/IMG000210743_700X466.jpg,손등이 안으로 향하게 편 두 손 각각 1·2·3·5지 끝을 맞대고 비빈다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624337/MOV000241886_700X466.mp4
백/일백,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9140,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233850/IMG000228554_700X466.jpg,"오른 주먹의 1·5지를 펴서 등이 밖으로 향하게 하여 왼쪽에서 오른쪽으로 이동시킨 다음, 오른 주먹의 1지를 펴서 끝 바닥을 코 오른쪽에 댔다가 떼며 1지를 접고 4지를 펴서 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041849/MOV000360904_700X466.mp4
모래,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11614,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20171218/475958/IMG000354343_700X466.jpg,손등이 안으로 향하게 편 두 손 각각 1·2·5지 끝을 맞대고 비빈다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735057/MOV000251521_700X466.mp4
먼지/티끌,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11604,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230205/IMG000223720_700X466.jpg,입 앞에서 두 손 각각 1·2·5지를 비비면서 입김을 불어낸다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005832/MOV000359850_700X466.mp4
백화점,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6146,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231958/IMG000226115_700X466.jpg,"1·2·5지 끝을 맞대고 모로 세운 두 손을 수평으로 엇갈리게 돌린 다음, 두 손을 펴서 마주 보게 모로 세워 위로 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626604/MOV000252903_700X466.mp4
백제,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6107,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231953/IMG000226107_700X466.jpg,"오른손의 1·2·5지 끝을 맞대고 끝이 밖으로 향하게 한 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042618/MOV000361002_700X466.mp4
백일/백날,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6105,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231949/IMG000226101_700X466.jpg,"오른손의 1·2·5지를 붙여 끝을 이마 오른쪽에 댔다가 약간 밖으로 내민 다음, 손등이 아래로 향하게 하여 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010103/MOV000360092_700X466.mp4
대가,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=24012,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221328/IMG000213253_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 왼 손바닥 위쪽에 위치하게 하여 두 손을 동시에 안으로 당기며 오른손의 손목을 안으로 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735250/MOV000260410_700X466.mp4
저울,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23971,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238137/IMG000234106_700X466.jpg,손등이 위로 향한 두 손의 1·5지 끝을 맞대고 상하로 엇갈리게 올렸다 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735790/MOV000259358_700X466.mp4
십/열,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12792,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234363/IMG000229223_700X466.jpg,"왼 주먹의 등이 밖으로 향하게 하여 1지를 반쯤 구부리고 2지를 펴서 끝이 오른쪽 약간 위로 향하게 하고, 오른 주먹의 1·5지 끝을 붙여 왼손 밑에 댔다가 벌리며 내리다가 좁히며 내려 다시 붙인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632956/MOV000255405_700X466.mp4
지다/일몰/해넘이,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23911,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236917/IMG000232528_700X466.jpg,"1·5지 끝을 맞대어 동그라미를 만든 오른손을, 손끝이 오른쪽으로 손등이 위로 향하게 편 왼손 밖에서 아래로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764395/MOV000260372_700X466.mp4
자금,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=21847,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/274986/IMG000292781_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 왼손의 손바닥 위쪽에 놓고 두 손을 동시에 약간 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290442/MOV000292780_700X466.mp4
금리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=21086,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272202/IMG000289587_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 오른쪽으로 반원을 그리며 위로 올린다(이자).,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286860/MOV000289586_700X466.mp4
구매자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=21046,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272055/IMG000289414_700X466.jpg,"1·5지 끝을 맞대어 동그라미를 만든 오른손을, 손등이 위로 향하게 편 왼 손목 위에서 밖으로 내밀며 편 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다(물건을 사는 사람).",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286820/MOV000289413_700X466.mp4
